date,store,lat,lon,sales_nok,promotion
2024-01-29,Oslo City,59.9241,10.7713,91650,0
2024-01-29,Trondheim Torg,63.4412,10.4175,40070,0
2024-01-30,Bergen Storsenter,60.3756,5.3488,52420,0
2024-01-30,Oslo City,59.9241,10.7713,81190,1
2024-01-30,Trondheim Torg,63.4412,10.4175,50650,1
2024-01-31,Bergen Storsenter,60.3756,5.3488,58310,0
2024-01-31,Oslo City,59.9241,10.7713,76760,0
2024-01-31,Trondheim Torg,63.4412,10.4175,29720,0
2024-02-01,Bergen Storsenter,60.3756,5.3488,47580,0
2024-02-01,Oslo City,59.9241,10.7713,83860,0
2024-02-01,Trondheim Torg,63.4412,10.4175,36450,0
2024-02-02,Bergen Storsenter,60.3756,5.3488,82800,0
2024-02-02,Oslo City,59.9241,10.7713,126680,0
2024-02-02,Trondheim Torg,63.4412,10.4175,53600,0
2024-02-03,Bergen Storsenter,60.3756,5.3488,96910,0
2024-02-03,Oslo City,59.9241,10.7713,134640,0
2024-02-03,Trondheim Torg,63.4412,10.4175,51770,0
2024-02-04,Bergen Storsenter,60.3756,5.3488,27270,0
2024-02-04,Oslo City,59.9241,10.7713,39120,0
2024-02-04,Trondheim Torg,63.4412,10.4175,17870,0
2024-02-05,Bergen Storsenter,60.3756,5.3488,53550,0
2024-02-05,Oslo City,59.9241,10.7713,73080,0
2024-02-05,Trondheim Torg,63.4412,10.4175,44060,0
2024-02-06,Bergen Storsenter,60.3756,5.3488,48080,0
2024-02-06,Oslo City,59.9241,10.7713,80690,0
2024-02-06,Trondheim Torg,63.4412,10.4175,42610,0
2024-02-07,Bergen Storsenter,60.3756,5.3488,45050,0
2024-02-07,Oslo City,59.9241,10.7713,83510,0
2024-02-07,Trondheim Torg,63.4412,10.4175,44220,0
2024-02-08,Bergen Storsenter,60.3756,5.3488,61360,0
2024-02-08,Oslo City,59.9241,10.7713,76770,0
2024-02-08,Trondheim Torg,63.4412,10.4175,48180,0
2024-02-09,Bergen Storsenter,60.3756,5.3488,81110,0
2024-02-09,Oslo City,59.9241,10.7713,135540,0
2024-02-09,Trondheim Torg,63.4412,10.4175,56710,0
2024-02-10,Bergen Storsenter,60.3756,5.3488,85970,0
2024-02-10,Oslo City,59.9241,10.7713,137460,0
2024-02-10,Trondheim Torg,63.4412,10.4175,72950,0
2024-02-11,Bergen Storsenter,60.3756,5.3488,26420,0
2024-02-11,Oslo City,59.9241,10.7713,41750,0
2024-02-11,Trondheim Torg,63.4412,10.4175,18150,0
2024-02-12,Bergen Storsenter,60.3756,5.3488,50760,0
2024-02-12,Oslo City,59.9241,10.7713,85200,0
2024-02-12,Trondheim Torg,63.4412,10.4175,33240,0
2024-02-13,Bergen Storsenter,60.3756,5.3488,58330,0
2024-02-13,Oslo City,59.9241,10.7713,71710,0
2024-02-13,Trondheim Torg,63.4412,10.4175,36730,0
2024-02-14,Bergen Storsenter,60.3756,5.3488,62890,1
2024-02-14,Oslo City,59.9241,10.7713,72440,0
2024-02-14,Trondheim Torg,63.4412,10.4175,36720,0
2024-02-15,Bergen Storsenter,60.3756,5.3488,59010,0
2024-02-15,Oslo City,59.9241,10.7713,112170,0
2024-02-15,Trondheim Torg,63.4412,10.4175,39690,0
2024-02-16,Bergen Storsenter,60.3756,5.3488,66400,0
2024-02-16,Oslo City,59.9241,10.7713,133560,0
2024-02-16,Trondheim Torg,63.4412,10.4175,47870,0
2024-02-17,Bergen Storsenter,60.3756,5.3488,81980,0
2024-02-17,Oslo City,59.9241,10.7713,137590,0
2024-02-17,Trondheim Torg,63.4412,10.4175,55030,0
2024-02-18,Bergen Storsenter,60.3756,5.3488,23870,0
2024-02-18,Oslo City,59.9241,10.7713,36390,0
2024-02-18,Trondheim Torg,63.4412,10.4175,11050,0
2024-02-19,Bergen Storsenter,60.3756,5.3488,49740,0
2024-02-19,Oslo City,59.9241,10.7713,60910,0
2024-02-19,Trondheim Torg,63.4412,10.4175,36240,0
2024-02-20,Bergen Storsenter,60.3756,5.3488,51950,0
2024-02-20,Oslo City,59.9241,10.7713,62110,0
2024-02-20,Trondheim Torg,63.4412,10.4175,35330,0
2024-02-21,Bergen Storsenter,60.3756,5.3488,50540,0
2024-02-21,Oslo City,59.9241,10.7713,82910,0
2024-02-21,Trondheim Torg,63.4412,10.4175,33790,0
2024-02-22,Bergen Storsenter,60.3756,5.3488,59820,0
2024-02-22,Oslo City,59.9241,10.7713,104620,1
2024-02-22,Trondheim Torg,63.4412,10.4175,49850,1
2024-02-23,Bergen Storsenter,60.3756,5.3488,68590,0
2024-02-23,Oslo City,59.9241,10.7713,115570,0
2024-02-23,Trondheim Torg,63.4412,10.4175,58710,0
2024-02-24,Bergen Storsenter,60.3756,5.3488,76080,0
2024-02-24,Oslo City,59.9241,10.7713,117870,0
2024-02-24,Trondheim Torg,63.4412,10.4175,53830,0
2024-02-25,Bergen Storsenter,60.3756,5.3488,26850,0
2024-02-25,Oslo City,59.9241,10.7713,37640,0
2024-02-25,Trondheim Torg,63.4412,10.4175,23240,0
2024-02-26,Bergen Storsenter,60.3756,5.3488,50960,0
2024-02-26,Oslo City,59.9241,10.7713,64710,0
2024-02-26,Trondheim Torg,63.4412,10.4175,40990,0
2024-02-27,Bergen Storsenter,60.3756,5.3488,53130,0
2024-02-27,Oslo City,59.9241,10.7713,72190,0
2024-02-27,Trondheim Torg,63.4412,10.4175,38890,0
2024-02-28,Bergen Storsenter,60.3756,5.3488,45810,0
2024-02-28,Oslo City,59.9241,10.7713,70650,0
2024-02-28,Trondheim Torg,63.4412,10.4175,35520,0
2024-02-29,Bergen Storsenter,60.3756,5.3488,63100,1
2024-02-29,Oslo City,59.9241,10.7713,85320,0
2024-02-29,Trondheim Torg,63.4412,10.4175,40830,0
2024-03-01,Bergen Storsenter,60.3756,5.3488,85960,0
2024-03-01,Oslo City,59.9241,10.7713,95110,0
2024-03-01,Trondheim Torg,63.4412,10.4175,57740,0
2024-03-02,Bergen Storsenter,60.3756,5.3488,85290,0
2024-03-02,Oslo City,59.9241,10.7713,129750,0
2024-03-02,Trondheim Torg,63.4412,10.4175,61850,0
2024-03-03,Bergen Storsenter,60.3756,5.3488,22040,0
2024-03-03,Oslo City,59.9241,10.7713,41900,0
2024-03-03,Trondheim Torg,63.4412,10.4175,16500,0
2024-03-04,Bergen Storsenter,60.3756,5.3488,47460,0
2024-03-04,Oslo City,59.9241,10.7713,72160,0
2024-03-04,Trondheim Torg,63.4412,10.4175,32160,0
2024-03-05,Bergen Storsenter,60.3756,5.3488,43170,0
2024-03-05,Oslo City,59.9241,10.7713,80740,0
2024-03-05,Trondheim Torg,63.4412,10.4175,32240,0
2024-03-06,Bergen Storsenter,60.3756,5.3488,46740,0
2024-03-06,Oslo City,59.9241,10.7713,88950,0
2024-03-06,Trondheim Torg,63.4412,10.4175,38330,0
2024-03-07,Bergen Storsenter,60.3756,5.3488,55930,0
2024-03-07,Oslo City,59.9241,10.7713,79950,0
2024-03-07,Trondheim Torg,63.4412,10.4175,44600,0
2024-03-08,Bergen Storsenter,60.3756,5.3488,75290,0
2024-03-08,Oslo City,59.9241,10.7713,124870,1
2024-03-08,Trondheim Torg,63.4412,10.4175,53750,1
2024-03-09,Bergen Storsenter,60.3756,5.3488,90580,0
2024-03-09,Oslo City,59.9241,10.7713,115140,0
2024-03-09,Trondheim Torg,63.4412,10.4175,47040,0
2024-03-10,Bergen Storsenter,60.3756,5.3488,23850,0
2024-03-10,Oslo City,59.9241,10.7713,33150,0
2024-03-10,Trondheim Torg,63.4412,10.4175,15830,0
2024-03-11,Bergen Storsenter,60.3756,5.3488,45620,0
2024-03-11,Oslo City,59.9241,10.7713,68070,0
2024-03-11,Trondheim Torg,63.4412,10.4175,30720,0
2024-03-12,Bergen Storsenter,60.3756,5.3488,51550,0
2024-03-12,Oslo City,59.9241,10.7713,67430,0
2024-03-12,Trondheim Torg,63.4412,10.4175,31200,0
2024-03-13,Bergen Storsenter,60.3756,5.3488,49030,0
2024-03-13,Oslo City,59.9241,10.7713,82130,0
2024-03-13,Trondheim Torg,63.4412,10.4175,33560,0
2024-03-14,Bergen Storsenter,60.3756,5.3488,46650,0
2024-03-14,Oslo City,59.9241,10.7713,92630,0
2024-03-14,Trondheim Torg,63.4412,10.4175,33740,0
2024-03-15,Bergen Storsenter,60.3756,5.3488,95810,1
2024-03-15,Oslo City,59.9241,10.7713,107600,0
2024-03-15,Trondheim Torg,63.4412,10.4175,37960,0
2024-03-16,Bergen Storsenter,60.3756,5.3488,74490,0
2024-03-16,Oslo City,59.9241,10.7713,123660,0
2024-03-16,Trondheim Torg,63.4412,10.4175,52800,0
2024-03-17,Bergen Storsenter,60.3756,5.3488,23090,0
2024-03-17,Oslo City,59.9241,10.7713,39640,0
2024-03-17,Trondheim Torg,63.4412,10.4175,14180,0
2024-03-18,Bergen Storsenter,60.3756,5.3488,43590,0
2024-03-18,Oslo City,59.9241,10.7713,62670,0
2024-03-18,Trondheim Torg,63.4412,10.4175,29990,0
2024-03-19,Bergen Storsenter,60.3756,5.3488,38010,0
2024-03-19,Oslo City,59.9241,10.7713,64760,0
2024-03-19,Trondheim Torg,63.4412,10.4175,31430,0
2024-03-20,Bergen Storsenter,60.3756,5.3488,41300,0
2024-03-20,Oslo City,59.9241,10.7713,84580,0
2024-03-20,Trondheim Torg,63.4412,10.4175,34460,0
2024-03-21,Bergen Storsenter,60.3756,5.3488,49390,0
2024-03-21,Oslo City,59.9241,10.7713,90090,0
2024-03-21,Trondheim Torg,63.4412,10.4175,40420,0
2024-03-22,Bergen Storsenter,60.3756,5.3488,61290,0
2024-03-22,Oslo City,59.9241,10.7713,103170,0
2024-03-22,Trondheim Torg,63.4412,10.4175,46020,0
2024-03-23,Bergen Storsenter,60.3756,5.3488,66720,0
2024-03-23,Oslo City,59.9241,10.7713,139870,1
2024-03-23,Trondheim Torg,63.4412,10.4175,75240,1
2024-03-24,Bergen Storsenter,60.3756,5.3488,25320,0
2024-03-24,Oslo City,59.9241,10.7713,35980,0
2024-03-24,Trondheim Torg,63.4412,10.4175,21110,0
2024-03-25,Bergen Storsenter,60.3756,5.3488,45110,0
2024-03-25,Oslo City,59.9241,10.7713,61900,0
2024-03-25,Trondheim Torg,63.4412,10.4175,27640,0
2024-03-26,Bergen Storsenter,60.3756,5.3488,43670,0
2024-03-26,Oslo City,59.9241,10.7713,77810,0
2024-03-26,Trondheim Torg,63.4412,10.4175,35390,0
2024-03-27,Bergen Storsenter,60.3756,5.3488,44120,0
2024-03-27,Oslo City,59.9241,10.7713,86850,0
2024-03-27,Trondheim Torg,63.4412,10.4175,26740,0
2024-03-28,Bergen Storsenter,60.3756,5.3488,0,0
2024-03-28,Oslo City,59.9241,10.7713,0,0
2024-03-28,Trondheim Torg,63.4412,10.4175,0,0
2024-03-29,Bergen Storsenter,60.3756,5.3488,0,0
2024-03-29,Oslo City,59.9241,10.7713,0,0
2024-03-29,Trondheim Torg,63.4412,10.4175,0,0
2024-03-30,Bergen Storsenter,60.3756,5.3488,85330,0
2024-03-30,Oslo City,59.9241,10.7713,91430,0
2024-03-30,Trondheim Torg,63.4412,10.4175,52310,0
2024-03-31,Bergen Storsenter,60.3756,5.3488,19740,0
2024-03-31,Oslo City,59.9241,10.7713,29440,0
2024-03-31,Trondheim Torg,63.4412,10.4175,12080,0
2024-04-01,Bergen Storsenter,60.3756,5.3488,0,0
2024-04-01,Oslo City,59.9241,10.7713,0,0
2024-04-01,Trondheim Torg,63.4412,10.4175,0,0
2024-04-02,Bergen Storsenter,60.3756,5.3488,31980,0
2024-04-02,Oslo City,59.9241,10.7713,59520,0
2024-04-02,Trondheim Torg,63.4412,10.4175,23640,0
2024-04-03,Bergen Storsenter,60.3756,5.3488,39780,0
2024-04-03,Oslo City,59.9241,10.7713,64820,0
2024-04-03,Trondheim Torg,63.4412,10.4175,29970,0
2024-04-04,Bergen Storsenter,60.3756,5.3488,40660,0
2024-04-04,Oslo City,59.9241,10.7713,62090,0
2024-04-04,Trondheim Torg,63.4412,10.4175,31800,0
2024-04-05,Bergen Storsenter,60.3756,5.3488,57850,0
2024-04-05,Oslo City,59.9241,10.7713,84290,0
2024-04-05,Trondheim Torg,63.4412,10.4175,43210,0
2024-04-06,Bergen Storsenter,60.3756,5.3488,58760,0
2024-04-06,Oslo City,59.9241,10.7713,80950,0
2024-04-06,Trondheim Torg,63.4412,10.4175,43240,0
2024-04-07,Bergen Storsenter,60.3756,5.3488,25330,1
2024-04-07,Oslo City,59.9241,10.7713,30700,0
2024-04-07,Trondheim Torg,63.4412,10.4175,12440,0
2024-04-08,Bergen Storsenter,60.3756,5.3488,34990,0
2024-04-08,Oslo City,59.9241,10.7713,61640,0
2024-04-08,Trondheim Torg,63.4412,10.4175,25940,0
2024-04-09,Bergen Storsenter,60.3756,5.3488,37130,0
2024-04-09,Oslo City,59.9241,10.7713,58770,0
2024-04-09,Trondheim Torg,63.4412,10.4175,22610,0
2024-04-10,Bergen Storsenter,60.3756,5.3488,48930,0
2024-04-10,Oslo City,59.9241,10.7713,71000,0
2024-04-10,Trondheim Torg,63.4412,10.4175,21710,0
2024-04-11,Bergen Storsenter,60.3756,5.3488,46470,0
2024-04-11,Oslo City,59.9241,10.7713,80430,0
2024-04-11,Trondheim Torg,63.4412,10.4175,24870,0
2024-04-12,Bergen Storsenter,60.3756,5.3488,66530,0
2024-04-12,Oslo City,59.9241,10.7713,98460,0
2024-04-12,Trondheim Torg,63.4412,10.4175,33900,0
2024-04-13,Bergen Storsenter,60.3756,5.3488,61200,0
2024-04-13,Oslo City,59.9241,10.7713,122180,0
2024-04-13,Trondheim Torg,63.4412,10.4175,38430,0
2024-04-14,Bergen Storsenter,60.3756,5.3488,19060,0
2024-04-14,Oslo City,59.9241,10.7713,33020,0
2024-04-14,Trondheim Torg,63.4412,10.4175,13710,0
2024-04-15,Bergen Storsenter,60.3756,5.3488,38630,0
2024-04-15,Oslo City,59.9241,10.7713,71580,1
2024-04-15,Trondheim Torg,63.4412,10.4175,34490,1
2024-04-16,Bergen Storsenter,60.3756,5.3488,31400,0
2024-04-16,Oslo City,59.9241,10.7713,56650,0
2024-04-16,Trondheim Torg,63.4412,10.4175,25150,0
2024-04-17,Bergen Storsenter,60.3756,5.3488,41040,0
2024-04-17,Oslo City,59.9241,10.7713,68230,0
2024-04-17,Trondheim Torg,63.4412,10.4175,28580,0
2024-04-18,Bergen Storsenter,60.3756,5.3488,38830,0
2024-04-18,Oslo City,59.9241,10.7713,62340,0
2024-04-18,Trondheim Torg,63.4412,10.4175,29600,0
2024-04-19,Bergen Storsenter,60.3756,5.3488,52050,0
2024-04-19,Oslo City,59.9241,10.7713,77290,0
2024-04-19,Trondheim Torg,63.4412,10.4175,44700,0
2024-04-20,Bergen Storsenter,60.3756,5.3488,67090,0
2024-04-20,Oslo City,59.9241,10.7713,91600,0
2024-04-20,Trondheim Torg,63.4412,10.4175,51170,0
2024-04-21,Bergen Storsenter,60.3756,5.3488,19230,0
2024-04-21,Oslo City,59.9241,10.7713,26710,0
2024-04-21,Trondheim Torg,63.4412,10.4175,11710,0
2024-04-22,Bergen Storsenter,60.3756,5.3488,40650,1
2024-04-22,Oslo City,59.9241,10.7713,54450,0
2024-04-22,Trondheim Torg,63.4412,10.4175,24730,0
2024-04-23,Bergen Storsenter,60.3756,5.3488,39320,0
2024-04-23,Oslo City,59.9241,10.7713,60550,0
2024-04-23,Trondheim Torg,63.4412,10.4175,21390,0
2024-04-24,Bergen Storsenter,60.3756,5.3488,38100,0
2024-04-24,Oslo City,59.9241,10.7713,65320,0
2024-04-24,Trondheim Torg,63.4412,10.4175,25210,0
2024-04-25,Bergen Storsenter,60.3756,5.3488,51820,0
2024-04-25,Oslo City,59.9241,10.7713,61780,0
2024-04-25,Trondheim Torg,63.4412,10.4175,28290,0
2024-04-26,Bergen Storsenter,60.3756,5.3488,53520,0
2024-04-26,Oslo City,59.9241,10.7713,82960,0
2024-04-26,Trondheim Torg,63.4412,10.4175,33670,0
2024-04-27,Bergen Storsenter,60.3756,5.3488,56610,0
2024-04-27,Oslo City,59.9241,10.7713,92200,0
2024-04-27,Trondheim Torg,63.4412,10.4175,35310,0
2024-04-28,Bergen Storsenter,60.3756,5.3488,20620,0
2024-04-28,Oslo City,59.9241,10.7713,36060,0
2024-04-28,Trondheim Torg,63.4412,10.4175,11840,0
2024-04-29,Bergen Storsenter,60.3756,5.3488,31440,0
2024-04-29,Oslo City,59.9241,10.7713,52790,0
2024-04-29,Trondheim Torg,63.4412,10.4175,24700,0
2024-04-30,Bergen Storsenter,60.3756,5.3488,34290,0
2024-04-30,Oslo City,59.9241,10.7713,61030,1
2024-04-30,Trondheim Torg,63.4412,10.4175,32660,1
2024-05-01,Bergen Storsenter,60.3756,5.3488,0,0
2024-05-01,Oslo City,59.9241,10.7713,0,0
2024-05-01,Trondheim Torg,63.4412,10.4175,0,0
2024-05-02,Bergen Storsenter,60.3756,5.3488,41600,0
2024-05-02,Oslo City,59.9241,10.7713,58370,0
2024-05-02,Trondheim Torg,63.4412,10.4175,24810,0
2024-05-03,Bergen Storsenter,60.3756,5.3488,50130,0
2024-05-03,Oslo City,59.9241,10.7713,87360,0
2024-05-03,Trondheim Torg,63.4412,10.4175,38030,0
2024-05-04,Bergen Storsenter,60.3756,5.3488,60710,0
2024-05-04,Oslo City,59.9241,10.7713,101880,0
2024-05-04,Trondheim Torg,63.4412,10.4175,46180,0
2024-05-05,Bergen Storsenter,60.3756,5.3488,16110,0
2024-05-05,Oslo City,59.9241,10.7713,27650,0
2024-05-05,Trondheim Torg,63.4412,10.4175,12430,0
2024-05-06,Bergen Storsenter,60.3756,5.3488,32070,0
2024-05-06,Oslo City,59.9241,10.7713,53510,0
2024-05-06,Trondheim Torg,63.4412,10.4175,23860,0
2024-05-07,Bergen Storsenter,60.3756,5.3488,34530,1
2024-05-07,Oslo City,59.9241,10.7713,51720,0
2024-05-07,Trondheim Torg,63.4412,10.4175,24090,0
2024-05-08,Bergen Storsenter,60.3756,5.3488,36590,0
2024-05-08,Oslo City,59.9241,10.7713,54340,0
2024-05-08,Trondheim Torg,63.4412,10.4175,25000,0
2024-05-09,Bergen Storsenter,60.3756,5.3488,0,0
2024-05-09,Oslo City,59.9241,10.7713,0,0
2024-05-09,Trondheim Torg,63.4412,10.4175,0,0
2024-05-10,Bergen Storsenter,60.3756,5.3488,59120,0
2024-05-10,Oslo City,59.9241,10.7713,77520,0
2024-05-10,Trondheim Torg,63.4412,10.4175,41530,0
2024-05-11,Bergen Storsenter,60.3756,5.3488,62850,0
2024-05-11,Oslo City,59.9241,10.7713,89910,0
2024-05-11,Trondheim Torg,63.4412,10.4175,45930,0
2024-05-12,Bergen Storsenter,60.3756,5.3488,17570,0
2024-05-12,Oslo City,59.9241,10.7713,28470,0
2024-05-12,Trondheim Torg,63.4412,10.4175,13000,0
2024-05-13,Bergen Storsenter,60.3756,5.3488,33500,0
2024-05-13,Oslo City,59.9241,10.7713,52560,0
2024-05-13,Trondheim Torg,63.4412,10.4175,27650,0
2024-05-14,Bergen Storsenter,60.3756,5.3488,32710,0
2024-05-14,Oslo City,59.9241,10.7713,51730,0
2024-05-14,Trondheim Torg,63.4412,10.4175,27600,0
2024-05-15,Bergen Storsenter,60.3756,5.3488,36440,0
2024-05-15,Oslo City,59.9241,10.7713,74360,1
2024-05-15,Trondheim Torg,63.4412,10.4175,31930,1
2024-05-16,Bergen Storsenter,60.3756,5.3488,40180,0
2024-05-16,Oslo City,59.9241,10.7713,63940,0
2024-05-16,Trondheim Torg,63.4412,10.4175,28700,0
2024-05-17,Bergen Storsenter,60.3756,5.3488,0,0
2024-05-17,Oslo City,59.9241,10.7713,0,0
2024-05-17,Trondheim Torg,63.4412,10.4175,0,0
2024-05-18,Bergen Storsenter,60.3756,5.3488,56140,0
2024-05-18,Oslo City,59.9241,10.7713,84620,0
2024-05-18,Trondheim Torg,63.4412,10.4175,26620,0
2024-05-19,Bergen Storsenter,60.3756,5.3488,19230,0
2024-05-19,Oslo City,59.9241,10.7713,25800,0
2024-05-19,Trondheim Torg,63.4412,10.4175,11630,0
2024-05-20,Bergen Storsenter,60.3756,5.3488,0,0
2024-05-20,Oslo City,59.9241,10.7713,0,0
2024-05-20,Trondheim Torg,63.4412,10.4175,0,0
2024-05-21,Bergen Storsenter,60.3756,5.3488,36130,0
2024-05-21,Oslo City,59.9241,10.7713,43610,0
2024-05-21,Trondheim Torg,63.4412,10.4175,19900,0
2024-05-22,Bergen Storsenter,60.3756,5.3488,32690,0
2024-05-22,Oslo City,59.9241,10.7713,48670,0
2024-05-22,Trondheim Torg,63.4412,10.4175,21330,0
2024-05-23,Bergen Storsenter,60.3756,5.3488,47000,0
2024-05-23,Oslo City,59.9241,10.7713,55430,0
2024-05-23,Trondheim Torg,63.4412,10.4175,21840,0
2024-05-24,Bergen Storsenter,60.3756,5.3488,56360,0
2024-05-24,Oslo City,59.9241,10.7713,82520,0
2024-05-24,Trondheim Torg,63.4412,10.4175,38750,0
2024-05-25,Bergen Storsenter,60.3756,5.3488,56970,0
2024-05-25,Oslo City,59.9241,10.7713,98140,0
2024-05-25,Trondheim Torg,63.4412,10.4175,40030,0
2024-05-26,Bergen Storsenter,60.3756,5.3488,15950,0
2024-05-26,Oslo City,59.9241,10.7713,26580,0
2024-05-26,Trondheim Torg,63.4412,10.4175,10120,0
2024-05-27,Bergen Storsenter,60.3756,5.3488,29710,0
2024-05-27,Oslo City,59.9241,10.7713,52840,0
2024-05-27,Trondheim Torg,63.4412,10.4175,16050,0
2024-05-28,Bergen Storsenter,60.3756,5.3488,32550,0
2024-05-28,Oslo City,59.9241,10.7713,56830,0
2024-05-28,Trondheim Torg,63.4412,10.4175,20770,0
2024-05-29,Bergen Storsenter,60.3756,5.3488,34410,0
2024-05-29,Oslo City,59.9241,10.7713,49310,0
2024-05-29,Trondheim Torg,63.4412,10.4175,20790,0
2024-05-30,Bergen Storsenter,60.3756,5.3488,50890,1
2024-05-30,Oslo City,59.9241,10.7713,62240,0
2024-05-30,Trondheim Torg,63.4412,10.4175,22540,0
2024-05-31,Bergen Storsenter,60.3756,5.3488,51130,0
2024-05-31,Oslo City,59.9241,10.7713,74950,0
2024-05-31,Trondheim Torg,63.4412,10.4175,31050,0
2024-06-01,Bergen Storsenter,60.3756,5.3488,50170,0
2024-06-01,Oslo City,59.9241,10.7713,90430,0
2024-06-01,Trondheim Torg,63.4412,10.4175,34770,0
2024-06-02,Bergen Storsenter,60.3756,5.3488,17040,0
2024-06-02,Oslo City,59.9241,10.7713,23890,0
